,id,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
151,882,5530882,K01680.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.082554,3.2e-05,-3.2e-05,132.955,0.0041,-0.0041,0.36,0.83,-0.83,2.9061,,,101,,,0.86,0.81,-0.81,970.0,,,,,,16.0,,,5706.0,86.0,-86.0,4.56,0.3,-0.3,0.85,0.68,-0.68,290.92316,40.77103,14.445
152,884,5618071,K01682.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,88.7936,0.0032,-0.0032,160.568,0.025,-0.025,1.01,0.99,-0.99,10.9445,,,442,,,19.4,9.7,-9.7,613.0,,,,,,15.8,,,4877.0,200.0,-200.0,3.48,0.3,-0.3,3.51,0.3,-0.3,291.21811,40.839329,13.747
153,893,8823426,K01259.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.5065044,2.3e-06,-2.3e-06,178.18532,0.00098,-0.00098,0.027,0.1,-0.1,3.1726,,,772,,,1.41,0.28,-0.28,887.0,,,,,,94.1,,,4032.0,200.0,-200.0,4.74,0.3,-0.3,0.522,0.028,-0.028,293.61743,45.016701,15.591
154,898,8703884,K01262.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,14.17098,2.2e-05,-2.2e-05,359.82915,0.00088,-0.00088,0.72,0.48,-0.48,3.5589,,,2912,,,4.8,1.8,-1.8,593.0,,,,,,130.1,,,4919.0,200.0,-200.0,4.56,0.3,-0.3,0.82,0.3,-0.3,296.93393,44.853642,15.379
155,899,8560840,K01263.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,31.97335,0.00027,-0.00027,133.8641,0.0059,-0.0059,1.03,0.63,-0.63,9.4388,,,1297,,,6.3,2.7,-2.7,406.0,,,,,,64.8,,,4834.0,82.0,-82.0,4.68,0.3,-0.3,0.645,0.021,-0.021,292.13437,44.65617,15.527
156,901,8552583,K01265.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.061934,1.4e-06,-1.4e-06,133.84759,0.00081,-0.00081,0.28,0.5,-0.5,2.2237,,,434,,,1.73,0.53,-0.53,1635.0,,,,,,78.2,,,5705.0,96.0,-96.0,4.56,0.3,-0.3,0.84,0.22,-0.22,288.90857,44.64241,15.062
157,909,8937021,K01394.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.663616,5.2e-06,-5.2e-06,133.89017,0.00066,-0.00066,0.79,0.79,-0.79,1.6285,,,2062,,,3.5,2.7,-2.7,766.0,,,,,,94.6,,,4889.0,69.0,-69.0,4.61,0.3,-0.3,0.69,0.5,-0.5,284.79102,45.228989,15.444
158,927,4474645,K01657.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.8867133,4e-06,-4e-06,135.02144,0.00066,-0.00066,0.917,0.1,-0.1,10.2357,,,4336,,,7.5,3.1,-3.1,1114.0,,,,,,840.2,,,5863.0,85.0,-85.0,4.54,0.3,-0.3,0.89,0.36,-0.36,294.34216,39.562359,14.197
159,934,4927315,K01663.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,11.769127,5.7e-05,-5.7e-05,138.4167,0.0032,-0.0032,0.96,0.17,-0.17,2.5604,,,552,,,3.1,1.8,-1.8,851.0,,,,,,30.2,,,6188.0,129.0,-129.0,4.47,0.3,-0.3,1.01,0.56,-0.56,292.79404,40.074581,14.986
160,935,4928119,K01664.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,44.638977,1.2e-05,-1.2e-05,156.45023,0.0002,-0.0002,1.35,0.93,-0.93,4.6025,,,26871,,,63.0,37.0,-37.0,518.0,,,,,,597.1,,,5940.0,200.0,-200.0,4.48,0.3,-0.3,0.99,0.3,-0.3,293.02615,40.073051,15.51
161,938,5008501,K01666.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.9680274,7.7e-06,-7.7e-06,131.75616,0.00088,-0.00088,0.79,0.59,-0.59,0.8737,,,190,,,1.7,0.45,-0.45,2120.0,,,,,,36.7,,,6443.0,107.0,-107.0,4.42,0.3,-0.3,1.11,0.24,-0.24,291.01971,40.177589,14.479
162,939,5015913,K01667.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.17996964,3.8e-07,-3.8e-07,133.38122,0.0002,-0.0002,1.03,0.36,-0.36,2.0277,,,1012,,,23.3,8.1,-8.1,2690.0,,,,,,377.2,,,5692.0,101.0,-101.0,3.7,0.3,-0.3,2.75,0.35,-0.35,293.20209,40.170921,12.989
163,947,8552498,K01272.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.53096754,4.8e-07,-4.8e-07,133.84843,0.0005,-0.0005,0.03,0.1,-0.1,2.3412,,,216,,,1.8,1.1,-1.1,2726.0,,,,,,134.7,,,6464.0,100.0,-100.0,4.3,0.3,-0.3,1.28,0.51,-0.51,288.86734,44.61573,13.586
164,953,9030447,K01401.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.5666931,1.1e-06,-1.1e-06,133.8109,0.001,-0.001,0.22,0.78,-0.78,2.3577,,,123,,,1.44,0.86,-0.86,2897.0,,,,,,63.7,,,6914.0,122.0,-122.0,4.3,0.3,-0.3,1.35,0.63,-0.63,294.79001,45.391621,13.44
165,960,9007866,K01407.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.386618,4.7e-05,-4.7e-05,134.3554,0.0089,-0.0089,0.23,0.37,-0.37,3.3311,,,76,,,0.78,0.27,-0.27,1484.0,,,,,,10.6,,,5679.0,95.0,-95.0,4.56,0.3,-0.3,0.84,0.28,-0.28,285.98865,45.377811,15.755
167,971,5649956,K01540.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.20785347,7e-07,-7e-07,178.21347,0.00015,-0.00015,1.054,0.1,-0.1,4.1629,,,50767,,,36.0,17.0,-17.0,1568.0,,,,,,1191.7,,,5656.0,110.0,-110.0,4.52,0.3,-0.3,0.87,0.41,-0.41,299.10327,40.8493,15.559
168,972,4840513,K01541.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.37928191,2.2e-07,-2.2e-07,133.65076,6e-05,-6e-05,0.023,0.1,-0.1,3.2246,,,52183,,,23.8,8.8,-8.8,1502.0,,,,,,1759.3,,,6333.0,129.0,-129.0,4.44,0.3,-0.3,1.07,0.4,-0.4,293.19507,39.90728,15.189
169,974,5103942,K01668.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,10.101765,3.1e-05,-3.1e-05,131.8061,0.002,-0.002,0.97,0.21,-0.21,1.5939,,,533,,,3.4,1.7,-1.7,867.0,,,,,,28.2,,,6093.0,98.0,-98.0,4.49,0.3,-0.3,0.97,0.44,-0.44,293.1416,40.262299,14.694
170,978,5184709,K01670.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,10.57906,3.4e-05,-3.4e-05,141.0748,0.0022,-0.0022,0.54,0.95,-0.95,1.638,,,348,,,2.04,0.99,-0.99,909.0,,,,,,24.8,,,6309.0,155.0,-155.0,4.45,0.3,-0.3,1.06,0.4,-0.4,291.12006,40.333988,14.572
171,981,5271608,K01673.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.490473,1.2e-05,-1.2e-05,133.4414,0.0035,-0.0035,0.62,0.84,-0.84,2.0628,,,304,,,1.89,0.77,-0.77,1355.0,,,,,,26.6,,,5809.0,200.0,-200.0,4.44,0.3,-0.3,1.03,0.3,-0.3,290.73367,40.43116,15.429
172,982,5357470,K01674.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.17259,3.7e-06,-3.7e-06,133.0023,0.0012,-0.0012,1.0,0.55,-0.55,1.1995,,,423,,,4.8,2.8,-2.8,1573.0,,,,,,48.1,,,6149.0,117.0,-117.0,4.35,0.3,-0.3,1.14,0.47,-0.47,290.2442,40.559269,14.845
173,984,5443775,K01676.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.3076711,3.1e-06,-3.1e-06,131.56575,0.00059,-0.00059,0.14,0.69,-0.69,1.7461,,,264,,,1.7,1.1,-1.1,1311.0,,,,,,81.2,,,6032.0,95.0,-95.0,4.39,0.3,-0.3,1.07,0.65,-0.65,290.33612,40.653061,12.936
174,988,8552565,K01277.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.06193123,8.5e-07,-8.5e-07,133.85071,0.00048,-0.00048,0.49,0.75,-0.75,2.1459,,,173,,,1.29,0.65,-0.65,1837.0,,,,,,104.1,,,6111.0,71.0,-71.0,4.49,0.3,-0.3,0.97,0.48,-0.48,288.90253,44.632992,12.953
175,996,8509361,K01280.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.099,2.3e-05,-2.3e-05,135.5217,0.0026,-0.0026,0.031,0.1,-0.1,3.7324,,,216,,,2.9,1.4,-1.4,1395.0,,,,,,40.5,,,5751.0,114.0,-114.0,3.87,0.3,-0.3,2.06,0.46,-0.46,296.71735,44.579659,13.951
176,1010,5270698,K01543.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.96433383,3.7e-07,-3.7e-07,136.02879,7e-05,-7e-05,0.028,0.1,-0.1,4.7665,,,27638,,,15.8,7.7,-7.7,1195.0,,,,,,2494.8,,,6115.0,103.0,-103.0,4.49,0.3,-0.3,0.98,0.48,-0.48,290.44736,40.44289,14.985
177,1011,5024450,K01544.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.5259252,1.6e-06,-1.6e-06,355.47847,0.00024,-0.00024,1.3,0.93,-0.93,3.7472,,,21409,,,55.0,27.0,-27.0,1642.0,,,,,,588.9,,,5945.0,200.0,-200.0,4.43,0.3,-0.3,1.06,0.3,-0.3,295.32077,40.187359,15.063
178,1012,5282049,K01545.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.9103688,1.1e-06,-1.1e-06,360.28462,0.0001,-0.0001,0.03,0.1,-0.1,3.9793,,,19077,,,10.8,4.0,-4.0,928.0,,,,,,1263.4,,,5970.0,200.0,-200.0,4.65,0.3,-0.3,0.81,0.3,-0.3,293.83688,40.41045,15.169
179,1021,6312534,K01689.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.5077614,5.9e-07,-5.9e-07,132.94182,0.00027,-0.00027,1.04,0.42,-0.42,2.2302,,,6910,,,14.0,11.0,-11.0,1236.0,,,,,,559.9,,,4991.0,87.0,-87.0,4.58,0.3,-0.3,0.72,0.51,-0.51,298.88397,41.662079,15.583
180,1022,6470917,K01690.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.5060072,7e-06,-7e-06,133.0255,0.0031,-0.0031,0.08,0.88,-0.88,2.7705,,,164,,,1.28,0.8,-0.8,1699.0,,,,,,23.0,,,6149.0,126.0,-126.0,4.45,0.3,-0.3,1.02,0.44,-0.44,299.10248,41.887459,15.005
181,1027,6699368,K01694.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.690317,1.5e-05,-1.5e-05,131.5416,0.0013,-0.0013,0.82,0.5,-0.5,1.0793,,,444,,,2.6,1.4,-1.4,1279.0,,,,,,55.7,,,6119.0,102.0,-102.0,4.4,0.3,-0.3,1.08,0.45,-0.45,294.01492,42.139191,14.336
182,1029,6891366,K01696.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.7525443,5.9e-06,-5.9e-06,132.7274,0.0022,-0.0022,0.02,0.1,-0.1,3.6376,,,151,,,1.43,0.95,-0.95,1739.0,,,,,,49.7,,,6188.0,103.0,-103.0,4.33,0.3,-0.3,1.18,0.54,-0.54,298.77509,42.39323,13.608
183,1030,6891637,K01697.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.7525397,6.8e-06,-6.8e-06,132.7307,0.0027,-0.0027,0.02,0.16,-0.16,3.9936,,,873,,,1.74,0.86,-0.86,1000.0,,,,,,49.3,,,4571.0,62.0,-62.0,4.67,0.3,-0.3,0.615,0.014,-0.014,298.8222,42.394642,15.828
184,1032,6975615,K01698.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.0653504,8.6e-06,-8.6e-06,133.1553,0.0028,-0.0028,0.03,0.2,-0.2,2.703,,,194,,,1.16,0.93,-0.93,1278.0,,,,,,27.9,,,5313.0,90.0,-90.0,4.47,0.3,-0.3,0.86,0.55,-0.55,298.49808,42.466412,14.788
185,1033,7137725,K01699.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.2535473,5.5e-06,-5.5e-06,132.4796,0.0016,-0.0016,0.03,0.1,-0.1,3.8449,,,119,,,1.53,0.77,-0.77,1807.0,,,,,,59.3,,,6519.0,134.0,-134.0,4.22,0.3,-0.3,1.42,0.52,-0.52,297.12173,42.673321,13.121
186,1037,10960993,K01284.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.1170889,2.8e-06,-2.8e-06,134.68392,0.00031,-0.00031,1.38,0.68,-0.68,3.0728,,,11647,,,65.0,,,1436.0,,,,,,432.6,,,6235.0,,,4.35,,,1.2,,,283.31592,48.404873,11.397
187,1039,10599397,K01285.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.937444,2.5e-06,-2.5e-06,134.71852,0.00044,-0.00044,0.76,0.16,-0.16,1.9388,,,4971,,,7.0,2.3,-2.3,1606.0,,,,,,157.2,,,5278.0,200.0,-200.0,4.52,0.3,-0.3,0.9,0.3,-0.3,291.63699,47.83234,14.546
188,1040,10879208,K01286.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.66848386,3e-07,-3e-07,178.28043,0.00027,-0.00027,0.96,0.2,-0.2,1.539,,,3803,,,7.7,2.9,-2.9,1845.0,,,,,,253.0,,,5529.0,105.0,-105.0,4.59,0.3,-0.3,0.8,0.28,-0.28,298.25803,48.217361,15.905
189,1041,10843203,K01287.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.4296322,4.5e-06,-4.5e-06,355.14348,0.00059,-0.00059,1.09,0.87,-0.87,2.6449,,,4822,,,18.0,11.0,-11.0,921.0,,,,,,202.7,,,5144.0,200.0,-200.0,4.55,0.3,-0.3,0.86,0.3,-0.3,282.23273,48.271198,15.91
190,1043,10748393,K01289.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.8878059,4.4e-06,-4.4e-06,354.539,0.00053,-0.00053,0.031,0.1,-0.1,2.4485,,,13062,,,9.8,4.3,-4.3,899.0,,,,,,158.3,,,5088.0,200.0,-200.0,4.52,0.3,-0.3,0.88,0.3,-0.3,297.71039,48.083832,15.399
191,1045,10661771,K01291.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.2313643,1.5e-06,-1.5e-06,133.03586,0.00055,-0.00055,0.9617,0.1,-0.1,5.2267,,,1244,,,4.9,2.3,-2.3,1743.0,,,,,,273.9,,,5979.0,97.0,-97.0,4.43,0.3,-0.3,1.0,0.47,-0.47,290.29385,47.96759,14.97
192,1047,11599264,K01417.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,8.4280726,4.5e-06,-4.5e-06,358.30378,0.00032,-0.00032,0.94,0.34,-0.34,1.8956,,,12388,,,13.9,5.8,-5.8,783.0,,,,,,244.1,,,5533.0,200.0,-200.0,4.59,0.3,-0.3,0.84,0.3,-0.3,284.98886,49.62606,15.977
193,1048,11100657,K01418.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,8.3441048,4.1e-06,-4.1e-06,361.83848,0.00028,-0.00028,1.21,0.84,-0.84,1.8944,,,10803,,,32.0,19.0,-19.0,759.0,,,,,,232.3,,,5243.0,200.0,-200.0,4.55,0.3,-0.3,0.86,0.3,-0.3,298.76062,48.600182,15.734
194,1049,11125936,K01419.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.33610946,6.6e-07,-6.6e-07,178.25793,0.00032,-0.00032,0.96,0.21,-0.21,1.3584,,,2228,,,7.2,3.6,-3.6,1757.0,,,,,,179.9,,,6138.0,100.0,-100.0,4.46,0.3,-0.3,1.01,0.48,-0.48,285.41196,48.725231,15.507
195,1059,9899355,K01554.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.332567,2e-06,-2e-06,354.58651,0.00085,-0.00085,0.13,0.62,-0.62,4.1106,,,1372,,,2.8,1.2,-1.2,1441.0,,,,,,145.3,,,5734.0,200.0,-200.0,4.67,0.3,-0.3,0.78,0.3,-0.3,295.21103,46.757229,15.866
196,1060,12644774,K01555.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,41.07754,0.00012,-0.00012,379.1244,0.0017,-0.0017,0.93,0.11,-0.11,4.92,,,3661,,,9.0,2.4,-2.4,523.0,,,,,,114.3,,,5442.0,200.0,-200.0,4.36,0.3,-0.3,1.12,0.3,-0.3,289.07703,51.761822,14.907
197,1067,9899280,K01559.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.3325655,1.7e-06,-1.7e-06,133.38111,0.00086,-0.00086,0.03,0.1,-0.1,4.2268,,,693,,,1.55,0.38,-0.38,1105.0,,,,,,146.0,,,4541.0,60.0,-60.0,4.67,0.3,-0.3,0.609,0.014,-0.014,295.18561,46.786709,15.036
198,1069,8046659,K01560.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,31.569127,7.2e-05,-7.2e-05,158.29838,0.00083,-0.00083,1.06,0.84,-0.84,2.6788,,,4376,,,17.1,9.8,-9.8,572.0,,,,,,166.9,,,5633.0,108.0,-108.0,4.39,0.3,-0.3,0.99,0.41,-0.41,297.41965,43.876579,15.042
199,1072,10342041,K01155.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.93374664,4.9e-07,-4.9e-07,133.38678,0.00022,-0.00022,1.3304,0.1,-0.1,7.0725,,,4000,,,33.0,12.0,-12.0,1523.0,,,,,,1018.3,,,5301.0,70.0,-70.0,4.59,0.3,-0.3,0.76,0.28,-0.28,292.83301,47.495529,14.658
200,1074,10342065,K01157.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.93374637,6.6e-07,-6.6e-07,133.38726,0.0003,-0.0003,1.2958,0.1,-0.1,6.9974,,,1996,,,158.0,14.0,-14.0,3219.0,,,,,,856.7,,,5392.0,113.0,-113.0,3.44,0.3,-0.3,4.21,0.37,-0.37,292.84213,47.483829,13.964
201,1075,10352945,K01158.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.471796,4.3e-05,-4.3e-05,356.3841,0.0039,-0.0039,0.67,0.6,-0.6,6.8961,,,570,,,1.9,1.1,-1.1,905.0,,,,,,44.5,,,6117.0,200.0,-200.0,4.69,0.3,-0.3,0.78,0.3,-0.3,296.69971,47.406731,15.403
202,1083,10549562,K01294.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,9.089381,1.5e-05,-1.5e-05,139.0825,0.0012,-0.0012,0.031,0.1,-0.1,4.5814,,,926,,,3.7,2.1,-2.1,1088.0,,,,,,107.0,,,6739.0,137.0,-137.0,4.36,0.3,-0.3,1.25,0.54,-0.54,297.116,47.737949,14.408
203,1087,10676923,K01297.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.0310952,2e-06,-2e-06,133.9381,0.0012,-0.0012,0.11,0.92,-0.92,2.1446,,,343,,,2.0,0.87,-0.87,2041.0,,,,,,53.1,,,6361.0,128.0,-128.0,4.41,0.3,-0.3,1.11,0.39,-0.39,296.14877,47.934872,15.131
204,1106,5308663,K01562.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.7845087,1.5e-06,-1.5e-06,355.5746,0.001,-0.001,0.34,0.74,-0.74,1.786,,,900,,,2.3,1.2,-1.2,1717.0,,,,,,65.1,,,5735.0,200.0,-200.0,4.66,0.3,-0.3,0.78,0.3,-0.3,299.556,40.456551,15.59
205,1112,5636648,K01565.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.46674288,3.1e-07,-3.1e-07,133.97103,0.00031,-0.00031,0.56,0.77,-0.77,1.0284,,,909,,,2.7,1.3,-1.3,2169.0,,,,,,132.1,,,5785.0,112.0,-112.0,4.55,0.3,-0.3,0.87,0.4,-0.4,296.33319,40.896259,15.33
206,1122,10341831,K01164.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.9337535,3.1e-06,-3.1e-06,133.3845,0.0021,-0.0021,0.018,0.1,-0.1,4.1403,,,457,,,1.06,0.41,-0.41,1036.0,,,,,,84.4,,,4001.0,200.0,-200.0,4.74,0.3,-0.3,0.517,0.027,-0.027,292.73892,47.49073,14.96
207,1126,10485179,K01167.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.4452747,2.6e-06,-2.6e-06,133.97129,0.00053,-0.00053,0.16,0.26,-0.26,2.0216,,,224,,,1.11,0.44,-0.44,1974.0,,,,,,74.9,,,5377.0,71.0,-71.0,4.61,0.3,-0.3,0.76,0.3,-0.3,297.13327,47.628769,14.507
208,1143,6185711,K00169.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,11.702194,1.9e-05,-1.9e-05,151.1334,0.0011,-0.0011,0.61,0.69,-0.69,2.0904,,,577,,,2.2,1.2,-1.2,760.0,,,,,,62.1,,,5815.0,68.0,-68.0,4.54,0.3,-0.3,0.88,0.33,-0.33,284.45691,41.56131,13.579
209,1164,10485069,K01171.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.4452773,1.1e-06,-1.1e-06,133.5227,0.0013,-0.0013,0.56,0.54,-0.54,2.0178,,,174,,,1.33,0.56,-0.56,2459.0,,,,,,34.2,,,6146.0,119.0,-119.0,4.48,0.3,-0.3,0.99,0.34,-0.34,297.10349,47.64357,15.343
210,1165,10341913,K01172.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.9337554,1.9e-06,-1.9e-06,134.3169,0.0013,-0.0013,0.03,0.1,-0.1,4.2716,,,220,,,1.7,1.0,-1.0,2176.0,,,,,,130.4,,,6218.0,78.0,-78.0,4.32,0.3,-0.3,1.2,0.46,-0.46,292.77588,47.461689,13.079
211,1166,10480921,K01173.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.0374475,8.6e-06,-8.6e-06,133.5948,0.0028,-0.0028,0.02,0.1,-0.1,3.5708,,,130,,,1.19,0.75,-0.75,1582.0,,,,,,32.7,,,6283.0,100.0,-100.0,4.42,0.3,-0.3,1.07,0.42,-0.42,295.79526,47.66396,14.187
212,1171,3547091,K01177.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.3055785,1.4e-06,-1.4e-06,180.68055,0.00028,-0.00028,1.02,0.5,-0.5,2.0685,,,19199,,,22.0,10.0,-10.0,1091.0,,,,,,292.1,,,5605.0,88.0,-88.0,4.58,0.3,-0.3,0.82,0.26,-0.26,292.07849,38.631481,15.537
214,1187,11044770,K00170.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,15.608584,6.9e-05,-6.9e-05,144.3011,0.0031,-0.0031,0.978,0.1,-0.1,4.6975,,,293,,,5.3,3.5,-3.5,1354.0,,,,,,52.6,,,7982.0,200.0,-200.0,4.01,0.3,-0.3,2.2,1.5,-1.5,297.97922,48.553871,13.376
215,1209,3655332,K01179.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,15.066534,1.6e-05,-1.6e-05,140.65229,0.0007,-0.0007,0.93,0.3,-0.3,4.8305,,,29729,,,25.0,14.0,-14.0,745.0,,,,,,351.9,,,5818.0,85.0,-85.0,4.43,0.3,-0.3,0.98,0.54,-0.54,293.92599,38.73798,13.855
216,1211,3344419,K01181.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.65178449,1.3e-07,-1.3e-07,133.11067,0.00012,-0.00012,0.919,0.1,-0.1,1.4865,,,5848,,,9.4,5.6,-5.6,1949.0,,,,,,392.0,,,5429.0,115.0,-115.0,4.42,0.3,-0.3,0.93,0.56,-0.56,291.99988,38.437698,14.997
217,1213,3544689,K01183.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.9228609,1.3e-06,-1.3e-06,134.65798,0.00049,-0.00049,0.99,0.24,-0.24,2.6941,,,2517,,,8.1,2.4,-2.4,1334.0,,,,,,323.4,,,5697.0,105.0,-105.0,4.56,0.3,-0.3,0.84,0.18,-0.18,291.44507,38.637211,14.942
218,1217,3848972,K01187.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.37052915,7e-08,-7e-08,133.79819,6e-05,-6e-05,0.35,0.47,-0.47,0.7938,,,1901,,,3.53,0.93,-0.93,2173.0,,,,,,415.7,,,5517.0,70.0,-70.0,4.59,0.3,-0.3,0.8,0.21,-0.21,291.07126,38.999039,14.489
219,1218,9110357,K00016.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.8952779,8.8e-07,-8.8e-07,133.41059,0.00021,-0.00021,1.287,0.1,-0.1,2.8125,,,1354,,,127.0,57.0,-57.0,4347.0,,,,,,693.1,,,8050.0,200.0,-200.0,3.68,0.3,-0.3,3.6,1.6,-1.6,298.34421,45.40992,13.574
220,1225,4275739,K01317.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.17182783,2.5e-07,-2.5e-07,355.08331,6e-05,-6e-05,1.19,0.74,-0.74,2.6005,,,43268,,,48.0,24.0,-24.0,1264.0,,,,,,1694.7,,,5435.0,200.0,-200.0,4.52,0.3,-0.3,0.92,0.3,-0.3,294.77393,39.333839,15.58
221,1227,4078157,K01319.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,16.025022,1.2e-05,-1.2e-05,367.69262,0.00041,-0.00041,1.31,0.76,-0.76,3.3947,,,25112,,,41.0,26.0,-26.0,598.0,,,,,,424.0,,,5547.0,200.0,-200.0,4.7,0.3,-0.3,0.74,0.3,-0.3,296.47937,39.127571,15.484
222,1230,4079535,K01322.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,17.727244,1.2e-05,-1.2e-05,356.79524,0.00036,-0.00036,0.78,0.12,-0.12,3.8542,,,20006,,,15.1,4.8,-4.8,689.0,,,,,,617.7,,,5940.0,200.0,-200.0,4.52,0.3,-0.3,0.95,0.3,-0.3,296.73502,39.187801,15.073
223,1241,9705459,K01448.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.48658698,5.8e-07,-5.8e-07,134.10932,0.00016,-0.00016,0.03,0.1,-0.1,2.9473,,,47404,,,22.0,14.0,-14.0,1369.0,,,,,,625.5,,,5707.0,135.0,-135.0,4.36,0.3,-0.3,1.03,0.66,-0.66,289.80521,46.491711,15.418
224,1257,3557341,K01190.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.3937276,2.9e-06,-2.9e-06,178.58621,0.00053,-0.00053,1.258,0.1,-0.1,2.12,,,874,,,26.1,9.8,-9.8,2263.0,,,,,,73.7,,,5639.0,105.0,-105.0,4.57,0.3,-0.3,0.83,0.31,-0.31,294.61893,38.611889,15.856
225,1264,3644523,K01195.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,119.68,0.0019,-0.0019,415.464,0.0079,-0.0079,1.21,0.98,-0.98,14.467,,,4567,,,26.0,16.0,-16.0,330.0,,,,,,78.2,,,5819.0,200.0,-200.0,4.65,0.3,-0.3,0.8,0.3,-0.3,291.16675,38.78019,15.933
